suffix,prev,word,next,sentence
さ,機の,多さ,だ。,日本に来て一番驚いたことは自動販売機の多さだ。
さ,魚の,大きさ,さを,漁師は釣り上げた魚の大きさをおおげさにいった。
み,事は,悲しみ,みの,泣く事は悲しみの表現だ。
み,とは,悲しみ,みを,泣くことは悲しみを和らげる。
み,達は,楽しみ,みに,休日を私達は楽しみに待っています。
み,日を,楽しみ,みな,休日を楽しみなさい。
さ,事の,長さ,は１,記事の長さは１０００語を超えてはならない。
み,代の,苦しみ,みは,機械時代の苦しみは機械そのものに起因するのではない。
さ,,嬉しさ,さの,嬉しさのあまりとび上がった。
み,びは,悲しみ,みと,喜びは悲しみと混じり合った。
み,語は,悲しみ,みで,喜びの反意語は悲しみです。
み,より,悲しみ,みに,喜びに同情するより悲しみに同情するほうが容易だ。
さ,ちの,騒がしさ,しさ,丸田さんたちの騒がしさにはほんとうに嫌気がさした。
さ,わる,醜さ,を露,間近から見ると、ものごとはその欠点や本来備わる醜さを露わにする傾向がある。
み,のを,楽しみ,みに,間もなくお会いできるのを楽しみにしています。
み,のを,楽しみ,みに,間もなくお会いするのを楽しみにしています。
さ,礼儀,正しさ,さの,観光客の服装は地元の礼儀正しさの基準にかなっていない。
さ,,寒さ,を感,寒さを感じませんか。
さ,,寒さ,をも,寒さをものともせずに、彼は薄着で外出した。
さ,,寒さ,は平,寒さは平気だが暑さには耐えられない。
さ,だが,暑さ,には,寒さは平気だが暑さには耐えられない。
さ,,寒さ,の後,寒さの後の暖かさで我々はうきうきした。
さ,,寒さ,にす,寒さにすぐに影響される植物もある。
さ,,寒さ,が身,寒さが身にしみる。
さ,,寒さ,がじ,寒さがじきに彼のキルトの上着を貫通して体に伝わってきた。
み,歯が,痛み,ます,噛むとこの歯が痛みます。
み,,楽しみ,みに,楽しみにしております。
み,みを,楽しみ,みに,学生たちはみんな夏休みを楽しみに待っていた。
さ,うな,寒さ,だっ,外は身を切るような寒さだった。
さ,ると,寒さ,でぞ,外に出ると寒さでぞくぞくした。
み,私の,楽しみ,みの,海外旅行は私の楽しみの一つなんです。
み,番の,楽しみ,みだ,海で泳ぐことは私の一番の楽しみだ。
さ,,良さ,れた,改良された医療技術は、宇宙開発計画の副産物として派生したものの一つである。
さ,又延,長さ,れる,会期は又延長されるであろう。
さ,々は,明るさ,さを,我々は明るさを抑えた照明の中でダンスをした。
み,らに,楽しみ,みを,我々は勉強からさらに楽しみを引き出す。
さ,々は,大きさ,さの,我々は大きさの順に本を並べた。
さ,々は,大きさ,さの,我々は大きさの順に並べた。
み,々の,重み,で氷,我々の重みで氷が割れるだろう。
さ,の高,潔さ,を大,我々の市長の高潔さを大いに尊敬している。
み,女の,強み,だ。,歌が彼女の強みだ。
み,とを,楽しみ,みに,家内もお目にかかることを楽しみにしておりますから。
さ,れる,怖さ,を扱,家に一人残される怖さを扱った子供の話がふえている。
み,のが,楽しみ,みで,夏休みに彼の農場に行くのが楽しみでした。
み,のを,楽しみ,みに,夏休みにあなたがおいでになるのを楽しみにしています。
み,暇が,楽しみ,みだ,夏期休暇が楽しみだな。
さ,夏の,暑さ,にも,夏の暑さにももう慣れました。
さ,夏の,暑さ,で花,夏の暑さで花がしおれた。
さ,夏の,暑さ,がや,夏の暑さがやってきた。
み,暇を,楽しみ,みま,夏にはヨーロッパの人たちは長い休暇を楽しみます。
み,ツを,楽しみ,みま,夏には、私たちは野外スポーツを楽しみます。
さ,その,美しさ,さと,何もその美しさとは比較にならない。
さ,いの,大きさ,さに,仮に私たちが月に住むとしたら、地球はどれぐらいの大きさに見えるだろうか。
み,達の,楽しみ,みを,音楽は私達の楽しみを増やしてくれた。
さ,,汚さ,ない,汚さない限り、この本を持ち帰ってもいいですよ。
さ,礼儀,正しさ,さは,英国人の礼儀正しさは、本質的には恐怖感なのだという人がいる。
さ,で勉,強さ,れて,英語は日本で勉強されています。
さ,も勉,強さ,れて,英語は中国でも勉強されています。
さ,で勉,強さ,れて,英語は世界のいたるところで勉強されています。
み,ずが,痛み,ます,右上の親知らずが痛みます。
さ,体が,重さ,を持,引力によって物体が重さを持つようになる。
み,一文,惜しみ,みの,一文惜しみの百知らず。
み,一文,惜しみ,みの,一文惜しみの百失い。
さ,年の,長さ,はほ,一日や一年の長さはほとんど変わらない。
さ,たら,若さ,が取,一体どうしたら若さが取り戻せるのだろう。
み,のを,楽しみ,みに,一緒に働けるのを楽しみにしています。
さ,トの,美しさ,さで,一つは、カーペットの美しさである。
み,者は,痛み,を取,医者は痛みを取り除くため彼に薬を与えた。
み,胃の,痛み,が治,胃の痛みが治まった。
み,胃が,痛み,ます,胃が痛みますか。
み,胃が,痛み,ます,胃が痛みます。
み,人は,痛み,を感,意識不明の人は痛みを感じませんが、その家族や友人にとっては、長く、つらい経験になりうるでしょう。
み,いに,憎み,あっ,委員会の全ての委員がお互いに憎みあっている。
さ,命勉,強さ,せた,伊藤先生は生徒達を一生懸命勉強させた。
み,愛も,悲しみ,みも,愛も悲しみも入り乱れた胸の鼓動が聞こえてくる。
さ,彼の,若さ,を考,われわれは彼の若さを考慮しなければならない。
さ,れは,暑さ,で汗,われわれは暑さで汗をかいていた。
さ,どい,寒さ,に震,われわれは皆ひどい寒さに震えていた。
み,のを,楽しみ,みに,われわれは皆、あなたとあなたの家族に会えるのを楽しみにしています。
さ,川の,深さ,を測,われわれはその川の深さを測った。
さ,いた,容易さ,さに,われわれは、彼がその問題を解いた容易さに驚いた。
さ,た容,易さ,に驚,われわれは、彼がその問題を解いた容易さに驚いた。
み,のを,楽しみ,みに,わたしは彼女から手紙がくるのを楽しみに待っています。
さ,んな,煩わしさ,しさ,ワープロがあれば、こんな煩わしさはなくなるだろう。
さ,ジの,長さ,はど,レインボウブリッジの長さはどのくらいですか。
さ,朝の,静けさ,さを,ライフルの発射音が早朝の静けさを破った。
さ,りの,白さ,は純,ゆりの白さは純潔の象徴だ。
さ,いの,高さ,があ,モンブランはどのくらいの高さがありますか。
さ,棒の,長さ,を測,ものさしでその棒の長さを測りなさい。
み,から,楽しみ,みま,もう私達だけなんだから楽しみましょう。
み,のを,楽しみ,みに,もう一度あなたとお会いできるのを楽しみにしています。
み,のを,楽しみ,みに,もうすぐ君に会えるのを楽しみにしています。
さ,儀の,悪さ,には,もうこれ以上彼の行儀の悪さには我慢できない。
み,恋の,痛み,に堪,もうこの失恋の痛みに堪えることができない。
さ,スの,悪さ,には,もう、あいつのセンスの悪さにはウンザリするよ。
さ,その,重さ,を手,メアリーはその重さを手で量った。
み,をお,楽しみ,み下,みなさま、どうぞ映画をお楽しみ下さい。
み,のを,楽しみ,みに,まもなくまたお目にかかれるのを楽しみにしています。
さ,ルの,深さ,まで,マッコウクジラは、1,000メートルの深さまで潜ることができる。
さ,また,暑さ,がぶ,また暑さがぶり返すそうだ。
み,私も,楽しみ,みに,また集まれたらいいですね。ええ、私も楽しみにしています。
み,しを,楽しみ,みに,またのお越しを楽しみに待っています。
み,とを,楽しみ,みに,またお目にかかれますことを楽しみにしています。
み,のを,楽しみ,みに,またお目にかかるのを楽しみにしています。
み,のを,楽しみ,みに,またお会いできるのを楽しみにしております。
み,のを,楽しみ,みに,またあなたに会えるのを楽しみにしています。
み,のを,楽しみ,みに,またお会いできるのを楽しみにしています。
み,のを,楽しみ,みに,またあなたとお会いできるのを楽しみにしています。
み,職が,明るみ,みに,マスコミがリクルート事件を調査した結果数多くの汚職が明るみに出た。
さ,ドは,重さ,の単,ポンドは重さの単位である。
み,とに,楽しみ,みを,ホラー映画を見ることに楽しみを見いだす人もいる。
み,察に,楽しみ,みを,ボブは昆虫の視察に楽しみを感じている。
さ,器を,はずさ,さな,ぼくはうっかり受話器をはずさないでダイヤルを回した。
み,ちに,親しみ,み以,ペットは私たちに親しみ以上のものを与えてくれる。
み,スは,悲しみ,みを,ベスがその貴重な時計を見付けられないと知って、クリスは悲しみを隠せませんでした。
み,から,楽しみ,みだ,プレステ２が来年の３月に発売されるそうだけど、今から楽しみだね。
み,トを,楽しみ,みに,フランクは夕方のデートを楽しみに待っていた。
み,にも,弱み,に付,ビルは不当にも弱みに付け込まれた。
み,って,明るみ,みに,ピラミッドの秘密は科学によって明るみに出された。
み,どい,痛み,があ,ひどい痛みがあるのです。
さ,どい,寒さ,で手,ひどい寒さで手がかじかんで使えなくなった。
さ,背の,高さ,は強,バレーボールをするときは彼の背の高さは強みだ。
み,さは,強み,だ。,バレーボールをするときは彼の背の高さは強みだ。
さ,飴が,暑さ,でク,バッグの中に入っていた飴が暑さでクニャクニャになっていた。
さ,、社,長さ,んと,はい、社長さんと話しました。
み,ーが,楽しみ,みだ,パーティーが楽しみだ。
さ,れば,熱さ,を忘,のど元過ぎれば熱さを忘れる。
さ,同じ,大きさ,さだ,ニューヨーク州はギリシャとほぼ同じ大きさだ。
み,結局,明るみ,みに,ニクソンはウォーターゲート事件に関し、黙秘権を行使して無視しようとしたが、結局明るみにでた。
さ,なか,良さ,そう,なかなか良さそうな提案だ。
み,深い,悲しみ,みを,どんな言葉も彼女の深い悲しみを和らげることはできない。
み,深い,悲しみ,みを,どんな言葉も彼女の深い悲しみを消す事はできない。
さ,まで,長さ,があ,ドレスはヒザまで長さがある。
み,出に,はずみ,みを,ドル安は輸出にはずみをつけています。
さ,背の,高さ,だ。,トムはお父さんと同じぐらいの背の高さだ。
さ,。す,わりなさ,なさ,「トム。すわりなさい。」「わかりました。」
み,には,悲しみ,みが,どのバラにもとげがあるように人生には悲しみがある。
さ,背の,高さ,があ,どのくらい背の高さがありますか。
さ,きる,明るさ,さで,とても読書できる明るさではなかった。
み,この,痛み,を取,どうか私のこの痛みを取り除いて下さい。
み,いう,はずみ,みで,どういうはずみでここに来たのか自分でもわからない。
み,話の,楽しみ,みを,テレビは私たちから家庭での夕食時の会話の楽しみを奪ってしまった。
み,とを,楽しみ,みに,テッドは卒業旅行に行くことを楽しみにしています。
み,生を,楽しみ,みな,できるあいだに人生を楽しみなさい。
さ,倍の,広さ,があ,テキサスは日本のほぼ２倍の広さがある。
み,って,楽しみ,みだ,ダンスは私にとって楽しみだ。
み,全な,楽しみ,みを,たまには外へ出て健全な楽しみを味わって下さい。
み,いぶ,痛み,がな,だいぶ痛みがなくなりました。
み,生の,楽しみ,みを,それらは人生の楽しみを増やしてくれた。
さ,同じ,大きさ,さだ,それらはみな同じ大きさだ。
さ,いの,大きさ,さだ,それらはだいたい同じくらいの大きさだ。
さ,ろな,大きさ,さに,それらはいろいろな大きさに作られている。
さ,らの,大きさ,さは,それらの大きさはほとんど同じです。
さ,同じ,高さ,であ,それらの新築の家はみな同じ高さである。
さ,どの,大きさ,さで,それは卵ほどの大きさである。
さ,いの,大きさ,さで,それは卵くらいの大きさです。
さ,いの,大きさ,さだ,それは卵ぐらいの大きさだった。
さ,れは,長さ,３０,それは長さ３０メートルです。
み,れは,楽しみ,みで,それは楽しみです。
さ,愛の,深さ,を示,それは家族に対する彼の愛の深さを示している。
さ,ｍの,厚さ,です,それは４ｃｍの厚さです。
さ,きの,楽しさ,さが,それは、いくぶんナンセンスな趣きの楽しさがあった。
さ,れの,高さ,はい,それの高さはいくらですか。
み,をお,楽しみ,みく,それでは音楽をお楽しみください。
さ,その,良さ,がわ,その良さがわからぬばかではない。
み,せぬ,楽しみ,みを,その旅は私たちに尽きせぬ楽しみを与えてくれた。
み,私の,痛み,がす,その薬で私の痛みがすぐにとれたのには驚いた。
さ,では,寒さ,に震,その夜、彼女はテントの中では寒さに震えた。
さ,同じ,高さ,です,その木は屋根と同じ高さです。
さ,いの,高さ,だ。,その木は屋根と同じぐらいの高さだ。
さ,本を,汚さ,ない,その本を汚さないように扱ってくれるなら、貸してあげるよ。
さ,ーの,広さ,だ。,その牧場は１０エーカーの広さだ。
さ,ドの,長さ,です,その壁は３０ヤードの長さです。
さ,いの,長さ,です,その物語はそのくらいの長さですか。
さ,景の,美しさ,さは,その風景の美しさは筆舌に尽くしがたかった。
さ,屋の,大きさ,さは,その部屋の大きさはどれぐらいですか。
み,どの,痛み,です,その病気の初期症状は高熱とのどの痛みです。
さ,その,美しさ,さを,その美しさを言葉では描写できない。
さ,その,美しさ,さは,その美しさは言葉では表現できない。
さ,その,美しさ,さは,その美しさは言葉では言い表せない。
さ,板は,長さ,約２,その板は長さ約２メートルだ。
さ,板は,重さ,に堪,その板は重さに堪えるに十分な強度がある。
さ,板の,長さ,は約,その板の長さは約２メートルだ。
さ,板の,厚さ,はど,その板の厚さはどのくらいですか。
さ,どい,寒さ,だっ,その年の冬北ヨーロッパはひどい寒さだったので、多くの人々が凍死したそうです。
さ,出の,美しさ,さは,その日の出の美しさは言葉で表わせないほどだった。
さ,然の,美しさ,さに,その島を訪れるたびに、私は自然の美しさに感銘を受けた。
さ,塔は,高さ,が２,その塔は高さが２２０メートルもある。
さ,塔の,高さ,は１,その塔の高さは１００メートル以上ある。
さ,ルの,高さ,だ。,その塔は３２１メートルの高さだ。
み,その,痛み,はか,その痛みはかれには我慢できないものだった。
み,その,痛み,に耐,その痛みに耐えるさまざまな方法がある。
さ,分の,大きさ,さだ,その鳥は鷲の半分の大きさだった。
さ,分の,大きさ,さし,その鳥は鷹の半分の大きさしかなかった。
さ,その,長さ,を測,その長さを測れますか。
さ,その,長さ,と横,その長さと横幅を１０で割りなさい。
さ,ルの,深さ,です,その池は３メートルの深さです。
み,心は,悲しみ,みで,その知らせを聞いて彼女の心は悲しみでいっぱいになった。
さ,女は,嬉しさ,さの,その知らせが本当だと知ったとたん、彼女は嬉しさの余り泣かないではいられなかった。
さ,その,大きさ,さで,その大きさで十分ですか。
さ,分の,強さ,も弱,その戦士は自分の強さも弱さも分かっている。
さ,さも,弱さ,も分,その戦士は自分の強さも弱さも分かっている。
さ,半の,長さ,であ,その川はテムズ川の約１倍半の長さである。
み,実が,明るみ,みに,その真実が明るみに出た。
み,女は,悲しみ,みで,その少女は悲しみで胸をいっぱいにして、彼の目を見つめた。
さ,包は,重さ,が１,その小包は重さが１ポンドを越える。
さ,性の,美しさ,さは,その女性の美しさはあらゆる人に賞賛された。
み,には,悲しみ,みの,その女性の顔には悲しみの跡があった。
さ,その,暑さ,で気,その暑さで気絶して、気がついたら救命いかだの中にいた。
み,変な,痛み,が伴,その手術には大変な痛みが伴う。
み,件は,明るみ,みに,その事件は明るみに出た。
み,から,楽しみ,みに,その試合はみんなから楽しみに待たれていた。
さ,背の,高さ,が同,その子は父親と背の高さが同じである。
み,事は,苦しみ,みそ,その仕事は苦しみそのものだった。
さ,いの,高さ,です,その山はどれくらいの高さですか。
さ,は、,高さ,３，,この山は、高さ３，０００メートルです。
さ,倍の,広さ,です,その国は日本の約２倍の広さです。
さ,倍の,大きさ,さで,その国はイングランドの二倍の大きさである。
さ,国の,美しさ,さは,その国の美しさは言葉に表現できないほどである。
さ,国の,美しさ,さは,その国の美しさは言葉に表現できないくらいだ。
さ,国の,美しさ,さは,その国の美しさは言葉で表現できないほどである。
み,いが,明るみ,みに,その行いが明るみに出ることを恐れて、光の方に来ない。
さ,品の,良さ,が分,その後援者は本物の骨董品の良さが分かる。
さ,湖の,美しさ,さは,その湖の美しさは言葉に表せない。
さ,湖の,美しさ,さは,その湖の美しさは言葉では言い表せないほどであった。
さ,湖の,美しさ,さは,その湖の美しさはとても言葉では言い表せなかった。
さ,湖の,深さ,はど,その湖の深さはどのくらいですか。
み,とに,楽しみ,みを,その孤独な男は蟻を観察することに楽しみを感じる。
み,幸に,悲しみ,みの,その孤児は自分の不幸に悲しみの涙を流した。
み,幸に,悲しみ,みの,その孤児は自分の不幸に悲しみの涙をこぼした。
さ,色の,美しさ,さは,その景色の美しさは筆舌に尽くしがたい。
さ,色の,美しさ,さは,その景色の美しさは言葉では表現できなかった。
さ,色の,美しさ,さは,その景色の美しさは言葉では言い表せない。
み,弟は,憎み,あっ,その兄弟は憎みあっている。
さ,段の,高さ,には,その靴の値段の高さには驚かされた。
さ,橋は,長さ,が１,その橋は長さが１００メートルある。
さ,いの,長さ,です,その橋はどれくらいの長さですか。
さ,橋の,長さ,は約,その橋の長さは約１マイルである。
さ,その,恐ろしさ,しさ,その恐ろしさは名状し難い。
み,つも,楽しみ,みに,その学生は夏休みが来るのをいつも楽しみにしていた。
さ,社の,強さ,は未,その会社の強さは未来志向の戦略によって生みだされている。
み,ちの,楽しみ,みを,その音楽は私たちの楽しみを増した。
さ,楽の,美しさ,さは,その音楽の美しさはハーモニーにある。
さ,箱の,大きさ,さし,そのラジオはマッチ箱の大きさしかない。
み,ルは,悲しみ,みの,そのニュースを聞いた時、ニコルは悲しみのあまり我を忘れた。
さ,とか,なるさ,さ。,そのうち何とかなるさ。
さ,山は,高さ,が同,その２つの山は高さが同じだ。
み,前の,強み,だよ,そこがお前の強みだよ。
さ,ルは,長さ,の単,センチメートルは長さの単位だ。
さ,夜の,涼しさ,さの,スペイン人は夜の涼しさの中を散歩するのが大好きだ。
さ,業の,強さ,につ,スピーチの中で、彼は企業の強さについて言及した。
さ,達の,楽しさ,さを,すばらしい天気は私達の楽しさを増した。
み,ごく,痛み,ます,すごく痛みますか。
み,のを,楽しみ,みに,すぐに連絡をいただけるのを楽しみにしています。
み,のを,楽しみ,みに,すぐにまたあなたに会えるのを楽しみにしています。
み,ぐに,痛み,はと,すぐに痛みはとれます。
さ,この,寒さ,には,シンディ、この部屋にいると凍えそうだ。この寒さには耐えられないよ。
み,ルの,弱み,に付,ジョンはビルの弱みに付け込んだ。
さ,た、,重さ,３０,ジョージは、最近３時間の格闘の末に釣った、重さ３０ポンドのバスの話をしていた。
み,使う,楽しみ,みに,したがって、あなたはお金を自由に使う楽しみにふけることはできない。
み,のを,楽しみ,みに,じきにあなたから便りがあるのを楽しみにしています。
み,スの,悲しみ,みに,しかしながら、ベスはクリスの悲しみに無関心なようです。
さ,った,大きさ,さや,しかし、彼は違った大きさや色の木製の留めくぎを見たことはあるかもしれない。
み,ンは,悲しみ,みを,ジェーンは悲しみを笑い飛ばした。
さ,雪の,美しさ,さを,ジェーンは雪の美しさを説明できませんでした。
さ,ず改,良さ,れて,コンピューターはたえず改良されている。
さ,んな,寒さ,は１,こんな寒さは１０年ぶりだ。
さ,んな,寒さ,の中,こんな寒さの中、泳ぐなんてばかげている。
さ,で補,強さ,れる,コンクリートは中に鋼鉄の棒を入れる事で補強される。
さ,この,暑さ,には,これ以上この暑さには我慢できない。
さ,包の,重さ,は平,これらの小包の重さは平均すると２ポンドです。
さ,靴は,大きさ,さは,これらの靴は大きさは違うが形は違わない。
さ,前の,静けさ,さだ,これは嵐の前の静けさだ。
さ,礼儀,正しさ,さと,これは日本の礼儀正しさとアメリカの礼儀正しさとの間の違いによるものです。
さ,トの,深さ,の所,これは永久に凍っている地層であり、それが何フィートの深さの所もある。
さ,倍の,大きさ,さが,これはあれの２倍の大きさがある。
さ,同じ,長さ,です,これとあれは同じ長さです。
さ,いの,大きさ,さの,これくらいの大きさの箱がいる。
さ,階の,重さ,に耐,この梁は２階の重さに耐えられないだろう。
み,めば,痛み,は軽,この薬を飲めば痛みは軽くなるでしょう。
み,めば,痛み,が和,この薬を飲めば痛みが和らぐでしょう。
み,めば,痛み,が少,この薬を飲めば痛みが少し治まりますよ。
み,むと,痛み,がや,この薬を飲むと痛みがやわらぐよ。
さ,木と,高さ,がほ,この木はあの木と高さがほとんど同じだ。
さ,同じ,高さ,だ。,この木はあの木とほぼ同じ高さだ。
さ,同じ,高さ,だ。,この木のてっぺんは垣と同じ高さだ。
さ,この,明るさ,さで,この明るさで絞りはどのくらいですか。
さ,本は,面白さ,さの,この本は面白さの点ではあの本にまさるとも劣らない。
さ,は面,白さ,の点,この本は面白さの点ではあの本にまさるとも劣らない。
さ,度の,難しさ,さだ,この本は私が理解できない程度の難しさだ。
さ,この,寒さ,はた,この部屋は凍えるよ、シンディー。この寒さはたえられないよ。
さ,分な,広さ,だ。,この部屋はほぼ十分な広さだ。
さ,倍の,大きさ,さだ,この箱はあの箱の２倍の大きさだ。
さ,倍の,大きさ,さで,この箱はあの箱の３倍の大きさです。
さ,冬は,寒さ,が厳,この冬は寒さが厳しかった。
さ,りの,寒さ,だっ,この冬は２０年ぶりの寒さだった。
さ,りの,寒さ,だそ,この冬は１０年ぶりの寒さだそうです。
み,のを,楽しみ,みに,この冬あなたの国を訪問するのを楽しみにしています。
さ,庭の,美しさ,さは,この庭の美しさは自然より人工のおかげだ。
み,この,痛み,は我,この痛みは我慢できない。
み,この,痛み,をや,この痛みをやわらげる薬が何かほしい。
み,この,痛み,には,この痛みにはこれ以上我慢できないよ。
さ,この,長さ,はど,この長さはどれくらいですか。
さ,船の,長さ,は３,この船の長さは３０メートルだ。
さ,川は,長さ,５０,この川は長さ５００マイルです。
さ,１の,長さ,であ,この川は信濃川の３分の１の長さである。
さ,倍の,重さ,だ。,この石はあの石の２倍の重さだ。
さ,ンの,重さ,があ,この石は５トンの重さがある。
さ,この,暑さ,の中,この暑さの中帽子なしで外出してはいけません。
さ,この,暑さ,では,この暑さでは勉強する気がしない。
さ,この,暑さ,では,この暑さでは草は茶色になるだろう。
さ,この,暑さ,では,この暑さでは上着を着ていられない。
み,もお,楽しみ,みく,この重要な７月のＤＣＡ会議にご出席いただき、さらにご宿泊中に東京の多様な魅力もお楽しみくださるよう希望しています。
さ,この,重さ,を量,この重さを量ってもらえませんか。
さ,この,若さ,で国,この若さで国際大会で優勝するなんて、まさに前途洋洋ですね。
さ,会が,若さ,とい,この社会が若さということにそのような感情的特権を付与するというのは誤解を引き起こしやすいと思う。
さ,書は,大きさ,さが,この辞書は大きさが手ごろだ。
さ,と非,難さ,れた,この市の市長は市民の要請にみみを貸さないと非難された。
み,に骨,惜しみ,みを,この仕事に骨惜しみをしてはいけない。
さ,山の,高さ,はど,この山の高さはどのくらいですか。
さ,湖の,深さ,はど,この湖の深さはどれくらいですか。
さ,同じ,大きさ,さだ,この靴は同じ大きさだ。
さ,空の,暗さ,では,この空の暗さでは雨になる。
さ,橋の,長さ,はど,この橋の長さはどのくらいありますか。
さ,橋は,重さ,１０,この橋は重さ１０トンしか支えられません。
さ,いの,長さ,です,この橋はどれぐらいの長さですか。
さ,より,長さ,が２,この橋はあの橋より長さが２倍だ。
さ,半の,長さ,があ,この橋はあの橋の一倍半の長さがある。
さ,橋の,長さ,はい,この橋の長さはいくらぐらいですか。
さ,確な,長さ,は知,この橋の正確な長さは知らない。
さ,般の,大きさ,さか,この教会は、教会一般の大きさからすると、大きなものではない。
さ,せて,高さ,が調,この机は子供たちに合わせて高さが調節できる。
さ,この,寒さ,は我,この寒さは我慢出来ないな。
さ,この,寒さ,は５,この寒さは５０年ぶりのひどさでした。
さ,この,寒さ,には,この寒さには参った。
さ,この,寒さ,には,この寒さにはもう耐えられない。
さ,線の,細さ,じゃ,この回線の細さじゃ、動画は見られないよ。
さ,上の,重さ,だ。,この荷物はあの荷物の３倍以上の重さだ。
さ,分な,広さ,だ。,この家はあなたの家族が住むのには十分な広さだ。
さ,高の,暑さ,だ。,この夏最高の暑さだ。
さ,りの,暑さ,にな,この夏は３６年ぶりの暑さになるようだ。
さ,倍の,長さ,があ,このトンネルはあのトンネルの２倍の長さがある。
み,一つ,深み,に欠,このドラマは単純な勧善懲悪もので、今一つ深みに欠けて物足りない。
さ,同じ,大きさ,さで,このテーブルはうちのとちょうど同じ大きさです。
さ,倍の,広さ,だ。,このスイートルームは私の住んでいるマンションの三倍の広さだ。
さ,ルは,強さ,と高,このシンボルは強さと高潔さを表す。
さ,と高,潔さ,を表,このシンボルは強さと高潔さを表す。
さ,どの,大きさ,さで,このじゅうたんは床全体に敷けるほどの大きさである。
さ,んの,大きさ,さは,このじゅうたんの大きさは縦１２０センチ横１６０センチだ。
み,めが,痛み,ます,このうおのめが痛みます。
み,のを,楽しみ,みに,この４月に会えるのを楽しみにしています。
さ,ころ,寒さ,が長,ここのところ寒さが長く続いている。
み,性の,痛み,があ,ここに慢性の痛みがあります。
み,ない,痛み,があ,ここに絶え間ない痛みがあります。
み,うな,痛み,があ,ここに焼けるような痛みがあります。
み,性の,痛み,があ,ここに急性の痛みがあります。
み,鋭い,痛み,があ,ここに鋭い痛みがあります。
み,する,痛み,があ,ここにひりひりする痛みがあります。
み,した,痛み,があ,ここにちょっとした痛みがあります。
み,こい,痛み,があ,ここにしつこい痛みがあります。
み,ても,親しみ,みや,ここであなたに応対する人たちはとても親しみやすい人たちです。
み,方は,深み,に欠,ここだけの話だが彼の考え方は深みに欠ける。
み,どく,痛み,ます,ここがひどく痛みます。
み,ちく,痛み,ます,ここがちくちく痛みます。
み,ずき,痛み,ます,ここがずきずき痛みます。
み,しく,痛み,ます,ここがしくしく痛みます。
み,た後,痛み,で泣,けが人は麻酔から覚めた後痛みで泣きわめいた。
さ,が、,高さ,が怖,ケーブルカーに乗りたいが、高さが怖い。
み,のを,楽しみ,みに,クリスマスにお会い出来るのを楽しみにしています。
さ,感の,無さ,には,クララの責任感の無さには頭に来る。
さ,は、,恐ろしさ,しさ,かわいそうなその少年達は、恐ろしさに震えていた。
さ,って,憎さ,百倍,かわいさ余って憎さ百倍。
さ,いの,広さ,だ。,カリフォルニアは日本と同じくらいの広さだ。
さ,た丁,重さ,であ,がまんするのが難しいのは彼の度を超した丁重さである。
み,のを,楽しみ,みに,カタログが届くのを楽しみにしています。
み,のを,楽しみ,みに,お目にかかれるのを楽しみにお待ちしております。
み,のを,楽しみ,みに,お目にかかるのを楽しみにしていました。
み,便り,楽しみ,みに,お便り楽しみにお待ちしております。
み,りを,楽しみ,みに,お便りを楽しみにしています。
み,のを,楽しみ,みに,お返事頂けるのを楽しみにしております。
み,胃が,痛み,ます,お腹が一杯になると胃が痛みます。
み,胃が,痛み,ます,お腹がすくと胃が痛みます。
さ,前の,美しさ,さに,お前の美しさに青ざめる。
み,紙を,楽しみ,みに,お手紙を楽しみにまっています。
み,いに,憎み,合っ,お互いに憎み合っているというわけか。
み,ば、,楽しみ,みで,お金のために本を書く人もいれば、楽しみで書く人もいる。
み,,楽しみ,みな,お楽しみなのですね。
み,とを,楽しみ,みに,お会いできることを楽しみにしています。
み,のを,楽しみ,みに,お会いするのを楽しみにしています。
さ,倍の,大きさ,さで,オーストラリアは日本のほぼ２０倍の大きさです。
さ,ルの,高さ,はど,エンパイアステートビルの高さはどのくらいですか。
さ,トの,高さ,はど,エヴェレストの高さはどのくらい？
さ,分な,広さ,がな,え～と、僕の家では十分な広さがないな。
さ,どの,狭さ,なん,うちの庭は猫の額ほどの狭さなんですよ。
み,から,痛み,だし,いつから痛みだしましたか。
み,のが,楽しみ,みだ,いくらか自由時間があるときは、いつもクラシック音楽を聴くのが楽しみだ。
さ,物は,寒さ,に順,ある種の植物は寒さに順応できない。
さ,,グロさ,さん,レグロさんはアルファベットを逆から言えます。
さ,スは,恥ずかしさ,かし,アリスは恥ずかしさで首をたれた。
み,大変,親しみ,みや,アメリカ人は大変親しみやすい。
み,のが,楽しみ,みで,アメリカで書店巡りをするのが楽しみです。
さ,りの,怖さ,に彼,あまりの怖さに彼女は目を閉じた。
さ,りの,暑さ,に我,あまりの暑さに我々は長く歩けなかった。
さ,いの,高さ,です,あの塔はどのくらいの高さですか。
さ,ちは,若さ,があ,あの少年たちは若さがあふれんばかりだ。
み,全に,痛み,がな,あの事故のあと、彼女が完全に痛みがなくなることはなかった。
さ,いの,高さ,があ,あの山はどれくらいの高さがありますか。
さ,ルの,高さ,です,あの山の約３、０００メートルの高さです。
さ,倍の,高さ,であ,あの山はこの山の５倍の高さである。
さ,山の,高さ,はど,あの山の高さはどれくらいですか。
み,私は,憎み,あっ,あの頃私は憎みあっていた。
さ,倍の,大きさ,さで,あの国は日本の５倍の大きさです。
